"Categoria Tariffa","Tipo BP","Stato Utenza","Stato Utenza IS-U","Conto Co.Ge.","Fatturato emesso","Totale Inevaso","Credito NON Scaduto","Credito Scaduto","Aging credito scaduto:30gg","Aging credito scaduto:60gg","Aging credito scaduto:90gg","Aging credito scaduto:120gg","Aging credito scaduto:150gg","Aging credito scaduto:180gg","Aging credito scaduto:360gg","Aging credito scaduto:720gg","Aging credito scaduto:over 720gg","codice_BP"
"Pubbliche Comunali","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-59,787.10 EUR","","","","","","","","","","","","","1000003129"
"Pubbliche Comunali","Organizzazione","Cessato","ATTIVA","Crv/Comuni p/ut isu","","13.58 EUR","","13.58 EUR","","","","","","","","13.58 EUR","","1000002659"
"Pubbliche Comunali","Organizzazione","Cessato","ATTIVA","Senza attribuz.","13.58 EUR","","","","","","","","","","","","","1000002363"
"Pubbliche Comunali","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","","0.24 EUR","","0.24 EUR","","","","","","","","0.24 EUR","","1000002381"
"Pubbliche Comunali","Organizzazione","Cessato","CESSATA","Senza attribuz.","-63.21 EUR","","","","","","","","","","","","","1000002584"
"Pubbliche Comunali","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","217.48 EUR","2,311.91 EUR","","2,311.91 EUR","","","","","","","","2,311.91 EUR","","1000002203"
"Pubbliche Comunali","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","35,270.14 EUR","","","","","","","","","","","","","1000002731"
"Pubbliche Comunali","Correlate / Collegate","Cessato","ATTIVA","Crediti v utenti isu","","15,630.08 EUR","","15,630.08 EUR","","","","","","","","15,630.08 EUR","","1000002920"
"Pubbliche Comunali","Correlate / Collegate","Cessato","ATTIVA","Senza attribuz.","41,987.82 EUR","","","","","","","","","","","","","1000003047"
"Pubbliche Comunali","Privato","Attivo","ATTIVA","Crediti v utenti isu","502.65 EUR","6,433.76 EUR","","6,433.76 EUR","","","","","","","207.14 EUR","6,226.62 EUR","","1000001171"
"Pubbliche Comunali","Privato","Attivo","ATTIVA","Senza attribuz.","81,147.62 EUR","","","","","","","","","","","","","1000002093"
"Pubbliche Comunali","Privato","Cessato con Conto Finale emesso","ATTIVA","Cr v/cont.nte isu ut","22,132.60 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","0.00 EUR","","1000001687"
"Pubbliche Comunali","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","10,878.07 EUR","","","","","","","","","","","","","1000002062"
"Pubbliche Comunali","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","1,868.98 EUR","","","","","","","","","","","","","1000001803"
"Pubbliche Comunali","Privato","Cessato","ATTIVA","Crediti v utenti isu","","125.29 EUR","","125.29 EUR","","","","","","","","125.29 EUR","","1000001560"
"Pubbliche Comunali","Privato","Cessato","ATTIVA","Senza attribuz.","863.68 EUR","","","","","","","","","","","","","1000001527"
"Pubbliche Comunali","Privato","Cessato","CESSATA","Crediti v utenti isu","","-489.18 EUR","","-489.18 EUR","","","","","","","","-489.18 EUR","","1000001336"
"Pubbliche Comunali","Privato","Cessato","CESSATA","Senza attribuz.","-20,335.65 EUR","","","","","","","","","","","","","1000001752"
"Pubbliche Comunali","Gruppo","Attivo","ATTIVA","Crediti v utenti isu","6,492.40 EUR","","","","","","","","","","","","","1000002568"
"Pubbliche Comunali","Gruppo","Attivo","ATTIVA","Cr autocons isu","0.00 EUR","","","","","","","","","","","","","1000002286"
"Pubbliche Comunali","Gruppo","Attivo","ATTIVA","Cred.v/cor.te ACEA","6,288.94 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000002488"
"Pubbliche Comunali","Gruppo","Attivo","ATTIVA","Cr v/cont.nte isu ut","55,680.13 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000002160"
"Pubbliche Comunali","Gruppo","Attivo","ATTIVA","Senza attribuz.","533,503.66 EUR","","","","","","","","","","","","","1000003106"
"Provvisorie Di Cantiere","Privato","Attivo","ATTIVA","Crediti v utenti isu","426.96 EUR","48.75 EUR","","48.75 EUR","","","","","","","0.00 EUR","48.75 EUR","","1000001734"
"Provvisorie Di Cantiere","Privato","Attivo","ATTIVA","Dep cauz ISU","3,636.79 EUR","559.62 EUR","","559.62 EUR","","","","","","","","559.62 EUR","","1000001673"
"Provvisorie Di Cantiere","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","16.25 EUR","","","","","","","","","","","","","1000002086"
"Provvisorie Di Cantiere","Privato","Cessato con Conto Finale emesso","ATTIVA","Dep cauz ISU","186.54 EUR","","","","","","","","","","","","","1000001732"
"Subdistribuzione","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","42,486.96 EUR","228,995.10 EUR","","228,995.10 EUR","","","","","","","9,259.80 EUR","219,735.30 EUR","","1000002694"
"Subdistribuzione","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","404,381.06 EUR","873,046.48 EUR","","873,046.48 EUR","","","","","","","210,649.11 EUR","662,397.37 EUR","","1000002188"
"Subdistribuzione","Organizzazione","Attivo","ATTIVA","Senza attribuz.","4,914,749.88 EUR","","","","","","","","","","","","","1000002122"
"Subdistribuzione","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","","-11,273.70 EUR","","-11,273.70 EUR","","","","","","","","-11,273.70 EUR","","1000002943"
"Subdistribuzione","Organizzazione","Cessato","CESSATA","Senza attribuz.","-8,188.38 EUR","","","","","","","","","","","","","1000003146"
"Subdistribuzione","Privato","Attivo","ATTIVA","Crediti v utenti isu","533,885.52 EUR","511,070.55 EUR","","511,070.55 EUR","","","","","","","128,688.51 EUR","382,382.04 EUR","","1000001989"
"Subdistribuzione","Privato","Attivo","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","0.00 EUR","","1000001091"
"Subdistribuzione","Privato","Attivo","ATTIVA","Senza attribuz.","1,322,564.93 EUR","","","","","","","","","","","","","1000001281"
"Subdistribuzione","Privato","Cessato","CESSATA","Crediti v utenti isu","","-17,024.23 EUR","","-17,024.23 EUR","","","","","","","","-17,024.23 EUR","","1000000989"
"Subdistribuzione","Privato","Cessato","CESSATA","Senza attribuz.","-17,024.23 EUR","","","","","","","","","","","","","1000001884"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","204.81 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000003240"
"Uso Antincendio","Privato","Attivo","ATTIVA","Crediti v utenti isu","107,799.21 EUR","39,915.35 EUR","","39,915.35 EUR","419.09 EUR","","","","","","2,073.93 EUR","37,422.33 EUR","","1000001641"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","6,865.55 EUR","5,190.64 EUR","","5,190.64 EUR","","","","","","","1,322.61 EUR","3,868.03 EUR","","1000001880"
"Uso Antincendio","Privato","Cessato","ATTIVA","Crediti v utenti isu","2,215.64 EUR","109.93 EUR","","109.93 EUR","0.00 EUR","","","","","","0.00 EUR","109.93 EUR","","1000001458"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","4,921.74 EUR","","","","","","","","","","","","","1000002654"
"Uso Antincendio","Privato","Attivo","ATTIVA","Crediti v utenti isu","12,694.13 EUR","135.30 EUR","","135.30 EUR","","","","","","","101.23 EUR","34.07 EUR","","1000001209"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","14.08 EUR","34.10 EUR","","34.10 EUR","","","","","","","34.10 EUR","","","1000001570"
"Uso Antincendio","Privato","Cessato","ATTIVA","Crediti v utenti isu","14.18 EUR","14.18 EUR","","14.18 EUR","","","","","","","14.18 EUR","","","1000001223"
"Uso Antincendio","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","99,910.27 EUR","-13,355.25 EUR","10.06 EUR","-13,365.31 EUR","","","","","","","528.35 EUR","-13,893.66 EUR","","1000002944"
"Uso Antincendio","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","412,014.54 EUR","","","","","","","","","","","","","1000002815"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Cr v/C.nti ut roma c","-1.27 EUR","11.87 EUR","","11.87 EUR","","","","","","","","11.87 EUR","","1000002909"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","32.69 EUR","","","","","","","","","","","","","1000002449"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-9.89 EUR","","","","","","","","","","","","","1000002532"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato","ATTIVA","Cr v/C.nti ut roma c","4.56 EUR","13.53 EUR","","13.53 EUR","","","","","","","0.00 EUR","13.53 EUR","","1000002309"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato","ATTIVA","Senza attribuz.","64.58 EUR","","","","","","","","","","","","","1000002247"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato","CESSATA","Cr v/C.nti ut roma c","","-3.40 EUR","","-3.40 EUR","","","","","","","","-3.40 EUR","","1000002243"
"Uso Antincendio","Cliente a trattamento Speciale","Cessato","CESSATA","Senza attribuz.","8.15 EUR","","","","","","","","","","","","","1000002729"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","338,272.45 EUR","4,197.31 EUR","","4,197.31 EUR","","26,814.67 EUR","","","","17,656.43 EUR","8,447.53 EUR","-48,721.32 EUR","","1000002685"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","11,124.25 EUR","5,320.66 EUR","","5,320.66 EUR","","","","","","46.81 EUR","705.36 EUR","4,568.49 EUR","","1000003088"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Cred.v/cor.te roma","390.15 EUR","","","","","","","","","","","","","1000002127"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Deb v utenti p/dop p","13.38 EUR","","","","","","","","","","","","","1000002372"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Senza attribuz.","547,051.80 EUR","","","","","","","","","","","","","1000002281"
"Uso Antincendio","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","1,790.01 EUR","6,033.79 EUR","","6,033.79 EUR","","","","","","16.65 EUR","212.34 EUR","5,804.80 EUR","","1000002277"
"Uso Antincendio","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","17,194.30 EUR","","","","","","","","","","","","","1000002634"
"Uso Antincendio","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-373.11 EUR","-303.50 EUR","","-303.50 EUR","","","","","","0.00 EUR","0.00 EUR","-303.50 EUR","","1000002658"
"Uso Antincendio","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-20.10 EUR","","","","","","","","","","","","","1000002569"
"Uso Antincendio","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","645.55 EUR","660.86 EUR","","660.86 EUR","","","","","","","19.32 EUR","641.54 EUR","","1000002926"
"Uso Antincendio","Organizzazione","Cessato","ATTIVA","Senza attribuz.","5,111.31 EUR","","","","","","","","","","","","","1000002851"
"Uso Antincendio","Organizzazione","Cessato","CESSATA","Crediti v utenti isu","121.60 EUR","1,199.74 EUR","","1,199.74 EUR","","","","","","","","1,199.74 EUR","","1000002579"
"Uso Antincendio","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","","13.53 EUR","","13.53 EUR","","","","","","","","13.53 EUR","","1000002692"
"Uso Antincendio","Organizzazione","Cessato","CESSATA","Senza attribuz.","2,701.94 EUR","","","","","","","","","","","","","1000003149"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","23,141.90 EUR","103,622.15 EUR","","103,622.15 EUR","","13,482.01 EUR","","","","","6,979.87 EUR","83,160.27 EUR","","1000002548"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Cred.v/cor.te ACEA","159.88 EUR","635.40 EUR","","635.40 EUR","","","","","","","81.79 EUR","553.61 EUR","","1000003028"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Cred.v/cor.te roma","39,527.24 EUR","39,476.99 EUR","","39,476.99 EUR","","39,392.11 EUR","","","","","84.88 EUR","","","1000003125"
"Uso Antincendio","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","95,785.69 EUR","","","","","","","","","","","","","1000002238"
"Uso Antincendio","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Cred.v/cor.te ACEA","","140.79 EUR","","140.79 EUR","","","","","","","","140.79 EUR","","1000002786"
"Uso Antincendio","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","647.26 EUR","","","","","","","","","","","","","1000002161"
"Uso Antincendio","Correlate / Collegate","Cessato","ATTIVA","Crediti v utenti isu","10.15 EUR","10.15 EUR","","10.15 EUR","","","","","","","10.15 EUR","0.00 EUR","","1000002284"
"Uso Antincendio","Correlate / Collegate","Cessato","ATTIVA","Senza attribuz.","44.92 EUR","","","","","","","","","","","","","1000003134"
"Uso Antincendio","Correlate / Collegate","Cessato","CESSATA","Crediti v utenti isu","","-783.29 EUR","","-783.29 EUR","","","","","","","","-783.29 EUR","","1000002717"
"Uso Antincendio","Correlate / Collegate","Cessato","CESSATA","Senza attribuz.","-588.00 EUR","","","","","","","","","","","","","1000003090"
"Uso Antincendio","Privato","Attivo","ATTIVA","Crediti v utenti isu","597,730.87 EUR","276,881.98 EUR","95.96 EUR","276,786.02 EUR","1,346.33 EUR","","","","","","11,498.22 EUR","263,941.47 EUR","","1000000957"
"Uso Antincendio","Privato","Attivo","ATTIVA","Senza attribuz.","1,659,246.52 EUR","","","","","","","","","","","","","1000001499"
"Uso Antincendio","Privato","Attivo","CESSATA","Senza attribuz.","433.19 EUR","","","","","","","","","","","","","1000001922"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","20,270.95 EUR","-1,234.71 EUR","","-1,234.71 EUR","58.62 EUR","","","","","","119.18 EUR","-1,412.51 EUR","","1000001084"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","42,123.29 EUR","","","","","","","","","","","","","1000001631"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","17,482.27 EUR","16,935.04 EUR","","16,935.04 EUR","","","","","","","0.00 EUR","16,935.04 EUR","","1000001204"
"Uso Antincendio","Privato","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-54.49 EUR","","","","","","","","","","","","","1000001675"
"Uso Antincendio","Privato","Cessato","ATTIVA","Crediti v utenti isu","13,964.49 EUR","-5,655.86 EUR","","-5,655.86 EUR","","","","","","","90.16 EUR","-5,746.02 EUR","","1000001670"
"Uso Antincendio","Privato","Cessato","ATTIVA","Senza attribuz.","-3,951.54 EUR","","","","","","","","","","","","","1000001014"
"Uso Antincendio","Privato","Cessato","CESSATA","Crediti v utenti isu","","-5,956.78 EUR","","-5,956.78 EUR","","","","","","","","-5,956.78 EUR","","1000001745"
"Uso Antincendio","Privato","Cessato","CESSATA","Senza attribuz.","-5,073.28 EUR","","","","","","","","","","","","","1000001654"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Crediti v utenti isu","1,656.33 EUR","","","","","","","","","","","","","1000002111"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Cr autocons isu","0.00 EUR","","","","","","","","","","","","","1000002894"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Cred.v/cor.te ACEA","851.61 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000003068"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Cr v/cont.nte isu ut","134.86 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000002611"
"Uso Antincendio","Gruppo","Attivo","ATTIVA","Senza attribuz.","40,839.41 EUR","","","","","","","","","","","","","1000003308"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Crediti v utenti isu","6,444.47 EUR","214.70 EUR","","214.70 EUR","","","","","","","","214.70 EUR","","1000001555"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Crediti v utenti isu","-210.61 EUR","","","","","","","","","","","","","1000001271"
"Uso Non Potabile","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","4,499,171.00 EUR","7,594.91 EUR","","7,594.91 EUR","","","","","","","0.00 EUR","7,594.91 EUR","","1000002959"
"Uso Non Potabile","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","222,778.72 EUR","","","","","","","","","","","","","1000002976"
"Uso Non Potabile","Cliente a trattamento Speciale","Cessato","ATTIVA","Cr v/C.nti ut roma c","81,118.70 EUR","","","","","","","","","","","","","1000002596"
"Uso Non Potabile","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","850.48 EUR","145,505.57 EUR","","145,505.57 EUR","","","","","","","","145,505.57 EUR","","1000002897"
"Uso Non Potabile","Organizzazione","Attivo","ATTIVA","Senza attribuz.","279,430.01 EUR","","","","","","","","","","","","","1000002308"
"Uso Non Potabile","Organizzazione","Cessato","ATTIVA","Senza attribuz.","19,044.46 EUR","","","","","","","","","","","","","1000002428"
"Uso Non Potabile","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","10,482.97 EUR","32,081.12 EUR","","32,081.12 EUR","10,482.97 EUR","","","","","","0.00 EUR","21,598.15 EUR","","1000003163"
"Uso Non Potabile","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","21,598.15 EUR","","","","","","","","","","","","","1000003096"
"Uso Non Potabile","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","6.36 EUR","41.00 EUR","","41.00 EUR","6.36 EUR","","","","","","0.00 EUR","34.64 EUR","","1000002975"
"Uso Non Potabile","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","34.64 EUR","","","","","","","","","","","","","1000003178"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Crediti v utenti isu","23,551.40 EUR","26,871.61 EUR","","26,871.61 EUR","","","","","","","","26,871.61 EUR","","1000001268"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Dep cauz ISU","6,138.96 EUR","","","","","","","","","","","","","1000001964"
"Uso Non Potabile","Privato","Attivo","ATTIVA","Senza attribuz.","380,243.82 EUR","","","","","","","","","","","","","1000000946"
"Uso Non Potabile","Privato","Attivo","CESSATA","Senza attribuz.","-59.37 EUR","","","","","","","","","","","","","1000001333"
"Uso Non Potabile","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","49.79 EUR","63,246.88 EUR","","63,246.88 EUR","","","","","","","","63,246.88 EUR","","1000001243"
"Uso Non Potabile","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","84,440.42 EUR","","","","","","","","","","","","","1000000968"
"Uso Non Potabile","Privato","Cessato","ATTIVA","Crediti v utenti isu","8.05 EUR","0.00 EUR","","0.00 EUR","","","","","","","","0.00 EUR","","1000001407"
"Uso Non Potabile","Privato","Cessato","ATTIVA","Senza attribuz.","113,330.93 EUR","","","","","","","","","","","","","1000001081"
"Uso Non Potabile","Privato","Cessato","CESSATA","Crediti v utenti isu","","-100.42 EUR","","-100.42 EUR","","","","","","","","-100.42 EUR","","1000002014"
"Uso Non Potabile","Privato","Cessato","CESSATA","Senza attribuz.","151.73 EUR","","","","","","","","","","","","","1000002019"
"Uso Non Potabile","Gruppo","Attivo","ATTIVA","Crediti v utenti isu","141.10 EUR","","","","","","","","","","","","","1000002361"
"Uso Non Potabile","Gruppo","Attivo","ATTIVA","Cr autocons isu","0.00 EUR","","","","","","","","","","","","","1000002486"
"Uso Non Potabile","Gruppo","Attivo","ATTIVA","Senza attribuz.","8,342.83 EUR","","","","","","","","","","","","","1000002218"
"Scarichi Civili","Organizzazione","Attivo","ATTIVA","Senza attribuz.","52,472.15 EUR","","","","","","","","","","","","","1000003095"
"Scarichi Civili","Privato","Attivo","ATTIVA","Crediti v utenti isu","","1,244.84 EUR","","1,244.84 EUR","","","","","","","","1,244.84 EUR","","1000001604"
"Scarichi Civili","Privato","Attivo","ATTIVA","Senza attribuz.","29,356.00 EUR","","","","","","","","","","","","","1000001189"
"Scarichi Civili","Privato","Cessato","ATTIVA","Senza attribuz.","738.80 EUR","","","","","","","","","","","","","1000001764"
"Senza attribuz.","Privato","Attivo","CESSATA","Crediti v utenti isu","0.00 EUR","","","","","","","","","","","","","1000000928"
"Senza attribuz.","Privato","Attivo","CESSATA","Crediti v utenti isu","0.00 EUR","","","","","","","","","","","","","1000001907"
"Senza attribuz.","Cliente a trattamento Speciale","Attivo","CESSATA","Cr v/C.nti ut roma c","0.00 EUR","","","","","","","","","","","","","1000003217"
"Senza attribuz.","Organizzazione","Cessato","CESSATA","Crediti v utenti isu","","-12,435.88 EUR","","-12,435.88 EUR","","","","","","","","-12,435.88 EUR","","1000002136"
"Senza attribuz.","Organizzazione","Cessato","CESSATA","Senza attribuz.","-676,567.79 EUR","","","","","","","","","","","","","1000003244"
"Senza attribuz.","Correlate / Collegate","Cessato con Conto Finale emesso","CESSATA","Cred.v/cor.te roma","0.00 EUR","","","","","","","","","","","","","1000002119"
"Senza attribuz.","Correlate / Collegate","Cessato con Conto Finale emesso","CESSATA","Dep. cauz infra ISU","0.00 EUR","","","","","","","","","","","","","1000002216"
"Senza attribuz.","Privato","Attivo","CESSATA","Crediti v utenti isu","865.64 EUR","","","","","","","","","","","","","1000002008"
"Senza attribuz.","Privato","Attivo","CESSATA","Dep cauz ISU","670.28 EUR","","","","","","","","","","","","","1000001456"
"Senza attribuz.","Privato","Attivo","CESSATA","Senza attribuz.","6,471.37 EUR","","","","","","","","","","","","","1000001375"
"Senza attribuz.","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","0.00 EUR","","","","","","","","","","","","","1000001713"
"Senza attribuz.","Privato","Cessato con Conto Finale emesso","CESSATA","Dep cauz ISU","0.00 EUR","","","","","","","","","","","","","1000000981"
"Senza attribuz.","Privato","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","86.54 EUR","","","","","","","","","","","","","1000001312"
"Senza attribuz.","Privato","Cessato","CESSATA","Crediti v utenti isu","1,241.81 EUR","-51,132.17 EUR","12,746.41 EUR","-63,878.58 EUR","0.00 EUR","","","","","","","-63,878.58 EUR","","1000000902"
"Senza attribuz.","Privato","Cessato","CESSATA","Dep cauz ISU","851.55 EUR","","","","","","","","","","","","","1000001019"
"Senza attribuz.","Privato","Cessato","CESSATA","Senza attribuz.","-416,786.85 EUR","","","","","","","","","","","","","1000001136"
"Senza attribuz.","Senza attribuz.","Senza attribuz.","CESSATA","Senza attribuz.","-180,135.58 EUR","","","","","","","","","","","","","1000002520"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","0.00 EUR","0.00 EUR","","0.00 EUR","","","","","0.00 EUR","0.00 EUR","0.00 EUR","","","1000002811"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","1,328.46 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000002256"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-1,328.46 EUR","","","","","","","","","","","","","1000003099"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","50,299,008.25 EUR","6,876,387.12 EUR","2,429,364.55 EUR","4,447,022.57 EUR","1,182,456.98 EUR","842,383.60 EUR","462,502.57 EUR","332,631.84 EUR","374,385.46 EUR","404,705.30 EUR","847,956.82 EUR","","","1000001061"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Cred.v/cor.te caltag","5,177.57 EUR","517.89 EUR","517.89 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","1000001126"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Dep cauz ISU","270.15 EUR","60.46 EUR","21.52 EUR","38.94 EUR","18.03 EUR","11.76 EUR","","0.00 EUR","9.15 EUR","0.00 EUR","","","","1000001127"
"Domestiche Residenti","Privato","Attivo","CESSATA","Crediti v utenti isu","9,678.92 EUR","1,087.72 EUR","486.48 EUR","601.24 EUR","5.46 EUR","345.72 EUR","-971.36 EUR","-318.80 EUR","7.10 EUR","1,533.12 EUR","0.00 EUR","","","1000001504"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","626,052.12 EUR","93,447.88 EUR","5,139.98 EUR","88,307.90 EUR","1,542.09 EUR","6,923.23 EUR","7,205.16 EUR","12,227.83 EUR","7,394.05 EUR","7,594.94 EUR","45,420.60 EUR","","","1000001101"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Dep cauz ISU","2.99 EUR","","","","","","","","","","","","","1000001684"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-32,902.64 EUR","0.12 EUR","","0.12 EUR","","0.00 EUR","0.00 EUR","","","","0.12 EUR","","","1000001172"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Dep cauz ISU","25.50 EUR","","","","","","","","","","","","","1000001936"
"Domestiche Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","56,086.69 EUR","13,525.03 EUR","356.67 EUR","13,168.36 EUR","386.07 EUR","170.95 EUR","1,118.99 EUR","1,513.64 EUR","2,190.21 EUR","2,029.39 EUR","5,759.11 EUR","","","1000001352"
"Domestiche Residenti","Privato","Cessato","CESSATA","Crediti v utenti isu","-1,442.21 EUR","","","","","","","","","","","","","1000001370"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","0.00 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000002575"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","503.66 EUR","0.00 EUR","","0.00 EUR","","","","","","","0.00 EUR","","","1000002662"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-503.66 EUR","","","","","","","","","","","","","1000002870"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","-1,657,512.39 EUR","-30,454.94 EUR","98,847.92 EUR","-129,302.86 EUR","-157,470.71 EUR","-291,840.42 EUR","-96,690.59 EUR","-50,644.17 EUR","26,034.76 EUR","89,127.71 EUR","352,735.36 EUR","-554.80 EUR","","1000000962"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Dep cauz ISU","1,051.88 EUR","63.42 EUR","40.60 EUR","22.82 EUR","0.00 EUR","","0.00 EUR","0.00 EUR","0.00 EUR","","22.82 EUR","","","1000001412"
"Domestiche Residenti","Privato","Attivo","CESSATA","Crediti v utenti isu","-21,406.42 EUR","-1,808.86 EUR","","-1,808.86 EUR","-35.71 EUR","-504.92 EUR","-165.39 EUR","-324.39 EUR","0.00 EUR","-289.05 EUR","-489.40 EUR","","","1000001473"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","30,135.63 EUR","39,993.87 EUR","420.01 EUR","39,573.86 EUR","180.54 EUR","468.71 EUR","1,155.83 EUR","-2,979.94 EUR","2,606.98 EUR","5,517.15 EUR","32,624.59 EUR","0.00 EUR","","1000001588"
